company_name,location,objective_signal,title_match,open_roles,priority,fit,source
Udemy,"Sao Paulo, Brazil",pipeline,,16,low,low,Greenhouse
United HR Solutions Pvt. Ltd.,Mumbai Metropolitan Region,,Head of Marketing,8,medium,medium,LinkedIn
Unitile,"Mumbai, Maharashtra, India",,,8,low,low,LinkedIn
Universal Weather And Aviation,Gurugram,pipeline,Assistant Manager u2013 Growth Marketing &amp; Demand Generation,8,low,low,Naukri
Unosecur,"Bengaluru, Karnataka, India","Across India/US/EU markets, Markets list includes US",Head of Marketing,8,medium,medium,LinkedIn
UpMan Placements,Ahmedabad,,,8,low,low,Naukri
Uplers,Remote,Markets list includes US,Marketing Manager,10,medium,medium,Naukri
Urban Company,"Gurugram, Haryana, India",,,8,low,low,LinkedIn
Urbanrise,Chennai,,,8,low,low,Naukri
VDart Software Services,"Hybrid - Pune, Gurugram",,B2C Product Marketing Manager (Only from US product),8,low,low,Naukri
VMax Wellness,"Coimbatore, Tamil Nadu, India",,Head of Marketing,8,medium,medium,LinkedIn
Varun Digital Media,India,"Global campaigns incl. US, US market(s)",Performance Marketing Manager–B2B SaaS| WFH,8,medium,medium,LinkedIn
Vinayak Annapurna Associates Llp,Kolkata,,,8,low,low,Naukri
Vinove Software Services Pvt Ltd,Noida,,,8,low,low,Naukri
Vmayo Technologies,Jaipur,,,8,low,low,Naukri
W Hotels,"Panaji, Goa, India",,,8,low,low,LinkedIn
Weekday AI (YC W21),"Bengaluru, Karnataka, India",,Head Of Marketing,8,medium,medium,LinkedIn
Well reputed client having good work ethics,"Hyderabad, Chennai, Bengaluru",,,8,low,low,Naukri
Wildnet Technologies,Noida,,,8,low,low,Naukri
WinnerBrands,"Gurugram, Haryana, India",,,16,low,low,LinkedIn
Wipro,"Bengaluru, Karnataka, India",pipeline,Chief Marketing Officer - AI Native Businesses & Platforms,16,low,low,LinkedIn
XXXX,Mumbai(Andheri East),,,8,low,low,Naukri
Xenonstack,Nagar,,Demand Generation Manager,8,low,low,Naukri
ZYVORA BRANDS,Gurugram,,,8,low,low,Naukri
Zee Entertainment-International Business,"Mumbai, Maharashtra, India",,,8,low,low,LinkedIn
Zycus Infotech,"Mumbai, Pune, Bengaluru",,,8,low,low,Naukri
aeratechnology,"Mountain View, CA, USA",pipeline,"Associate Product Marketing Manager, Analyst Relations",32,low,low,Lever
ajax,Bengaluru,,,8,low,low,Lever
bf,"India, Gurgaon",,,24,low,low,Workday
certifyos,"Remote US, United States",pipeline,Head of Marketing,8,medium,medium,Ashby
clarivate,India - Bangalore,,,8,low,low,Workday
cochlear,"Mumbai, India",,,8,low,low,Workday
d.light,Hybrid - Gurugram,united states,Senior Product Marketing Manager,8,low,low,Naukri
demandbase,"US - Remote, United States",pipeline,,16,low,low,Ashby
eG Innovations,Chennai,Across India/US/EU markets,Product Marketing Manager,8,medium,medium,Naukri
economicmodeling,Remote (Work From Home) US,pipeline,Director of Product Marketing - 1022,16,low,low,Lever
extremenetworks,Bangalore,,,8,low,low,Lever
fampay,Bengaluru,,Product Marketing Manager (Engagement & Retention),8,low,low,Lever
fmc,"Mumbai, India",,,24,low,low,Workday
gohighlevel,India,us market,,24,medium,medium,Lever
hackerone,"Seattle, Washington, United States",pipeline,,8,low,low,Ashby
hevodata,United States,pipeline,,8,low,low,Lever
iBase-t,Ahmedabad,,Demand Generation Manager,8,low,low,Naukri
iQuanti,"Bengaluru, Karnataka, India",,,8,low,low,LinkedIn
iSOCRATES Inc,Bengaluru,,,8,low,low,Naukri
pepper square,"Bengaluru, Karnataka",,Head of Growth Marketing,16,low,low,Indeed
primexbt,Remote,,,8,low,low,Greenhouse
spotify,Mumbai,,,8,low,low,Lever
tala,Philippines,,Product Marketing Manager,8,low,low,Lever
teikametrics,India / Remote,,,16,low,low,Lever
thoughtspot,India - Bangalore,,Principal Product Marketing Manager,24,low,low,Workday
ti Steps,"Chennai, Bengaluru",,Chief Marketing Officer,8,low,low,Naukri
upguard,Sydney,united states,Senior Product Marketing Manager,16,low,low,Lever
