company_name,location,objective_signal,title_match,open_roles,priority,fit,source
Udemy,"Sao Paulo, Brazil",pipeline,,14,low,low,Greenhouse
United HR Solutions Pvt. Ltd.,Mumbai Metropolitan Region,,Head of Marketing,7,low,low,LinkedIn
Unitile,"Mumbai, Maharashtra, India",,,7,low,low,LinkedIn
Universal Weather And Aviation,Gurugram,pipeline,Assistant Manager u2013 Growth Marketing &amp; Demand Generation,7,low,low,Naukri
Unosecur,"Bengaluru, Karnataka, India","Across India/US/EU markets, Markets list includes US",Head of Marketing,7,medium,medium,LinkedIn
UpMan Placements,Ahmedabad,,,7,low,low,Naukri
Uplers,Remote,Markets list includes US,Marketing Manager,9,medium,medium,Naukri
Urban Company,"Gurugram, Haryana, India",,,7,low,low,LinkedIn
Urbanrise,Chennai,,,7,low,low,Naukri
VDart Software Services,"Hybrid - Pune, Gurugram",,B2C Product Marketing Manager (Only from US product),7,medium,medium,Naukri
VMax Wellness,"Coimbatore, Tamil Nadu, India",,Head of Marketing,7,low,low,LinkedIn
Varun Digital Media,India,"Global campaigns incl. US, US market(s)",Performance Marketing Manager–B2B SaaS| WFH,7,medium,medium,LinkedIn
Vinayak Annapurna Associates Llp,Kolkata,,,7,low,low,Naukri
Vinove Software Services Pvt Ltd,Noida,,,7,low,low,Naukri
Vmayo Technologies,Jaipur,,,7,low,low,Naukri
W Hotels,"Panaji, Goa, India",,,7,low,low,LinkedIn
Weekday AI (YC W21),"Bengaluru, Karnataka, India",,Head Of Marketing,7,low,low,LinkedIn
Well reputed client having good work ethics,"Hyderabad, Chennai, Bengaluru",,,7,low,low,Naukri
Wildnet Technologies,Noida,,,7,low,low,Naukri
WinnerBrands,"Gurugram, Haryana, India",,,14,low,low,LinkedIn
Wipro,"Bengaluru, Karnataka, India",pipeline,Chief Marketing Officer - AI Native Businesses & Platforms,14,medium,medium,LinkedIn
XXXX,Mumbai(Andheri East),,,7,low,low,Naukri
Xenonstack,Nagar,,Demand Generation Manager,7,low,low,Naukri
ZYVORA BRANDS,Gurugram,,,7,low,low,Naukri
Zee Entertainment-International Business,"Mumbai, Maharashtra, India",,,7,low,low,LinkedIn
Zycus Infotech,"Mumbai, Pune, Bengaluru",,,7,low,low,Naukri
aeratechnology,"Mountain View, CA, USA",pipeline,"Associate Product Marketing Manager, Analyst Relations",28,medium,medium,Lever
ajax,Bengaluru,,,7,low,low,Lever
bf,"India, Gurgaon",,,21,low,low,Workday
certifyos,"Remote US, United States",pipeline,Head of Marketing,7,low,low,Ashby
clarivate,India - Bangalore,,,7,low,low,Workday
cochlear,"Mumbai, India",,,7,low,low,Workday
d.light,Hybrid - Gurugram,united states,Senior Product Marketing Manager,7,high,high,Naukri
demandbase,"US - Remote, United States",pipeline,,14,low,low,Ashby
eG Innovations,Chennai,Across India/US/EU markets,Product Marketing Manager,7,medium,medium,Naukri
economicmodeling,Remote (Work From Home) US,pipeline,Director of Product Marketing - 1022,14,medium,medium,Lever
extremenetworks,Bangalore,,,7,low,low,Lever
fampay,Bengaluru,,Product Marketing Manager (Engagement & Retention),7,medium,medium,Lever
fmc,"Mumbai, India",,,21,low,low,Workday
gohighlevel,India,us market,,21,medium,medium,Lever
hackerone,"Seattle, Washington, United States",pipeline,,7,low,low,Ashby
hevodata,United States,pipeline,,7,low,low,Lever
iBase-t,Ahmedabad,,Demand Generation Manager,7,low,low,Naukri
iQuanti,"Bengaluru, Karnataka, India",,,7,low,low,LinkedIn
iSOCRATES Inc,Bengaluru,,,7,low,low,Naukri
pepper square,"Bengaluru, Karnataka",,Head of Growth Marketing,14,low,low,Indeed
primexbt,Remote,,,7,low,low,Greenhouse
spotify,Mumbai,,,7,low,low,Lever
tala,Philippines,,Product Marketing Manager,7,medium,medium,Lever
teikametrics,India / Remote,,,14,low,low,Lever
thoughtspot,India - Bangalore,,Principal Product Marketing Manager,21,medium,medium,Workday
ti Steps,"Chennai, Bengaluru",,Chief Marketing Officer,7,low,low,Naukri
upguard,Sydney,united states,Senior Product Marketing Manager,14,medium,medium,Lever
